line_id,po_id,item_name,category,standard_cost,unit_price,quantity,line_total
LI-000716,PO-00185,Grease Cartridge EP2,mro,1101.1673,1130.619,36,40702.284
LI-000717,PO-00185,Hydraulic Filter HF-200,mro,1330.5417,1439.288,48,69085.824
LI-000718,PO-00185,O-Ring Kit Viton,mro,1731.5232,1966.0224,41,80606.9184
LI-000719,PO-00186,Wire Brush Set,mro,447.1744,553.5246,21,11624.0166
LI-000720,PO-00186,Safety Gloves Nitrile L,mro,996.1398,907.6142,19,17244.6698
LI-000721,PO-00186,Grease Cartridge EP2,mro,165.7439,151.3464,39,5902.5096
LI-000722,PO-00186,Bearing 6205-2RS,mro,1783.7995,1677.857,39,65436.423
LI-000723,PO-00186,Grease Cartridge EP2,mro,464.5742,523.4579,5,2617.2895
LI-000724,PO-00186,Wire Brush Set,mro,1098.492,1128.9292,30,33867.876
LI-000725,PO-00187,Cable Ties Assorted,indirect,1059.051,964.1111,2,1928.2222
LI-000726,PO-00187,Label Stock 4x6,indirect,842.1189,835.2643,18,15034.7574
LI-000727,PO-00187,Label Stock 4x6,indirect,1874.7764,2367.8726,13,30782.3438
LI-000728,PO-00187,Packaging Foam Sheet,indirect,2189.0132,2007.017,10,20070.17
LI-000729,PO-00188,Wire Brush Set,mro,369.394,398.829,12,4785.948
LI-000730,PO-00188,Chain Lubricant 1gal,mro,485.3915,624.773,46,28739.558
LI-000731,PO-00188,Replacement Seal Kit,mro,529.2981,474.6917,17,8069.7589
LI-000732,PO-00188,Safety Gloves Nitrile L,mro,595.7062,576.384,26,14985.984
LI-000733,PO-00188,Safety Gloves Nitrile L,mro,1640.9457,1595.2155,26,41475.603
LI-000734,PO-00189,Steel Billet Grade A,direct_materials,3789.9012,3809.7283,369,1405789.7427
LI-000735,PO-00189,Stainless Plate 304,direct_materials,3416.6109,3353.6094,321,1076508.6174
LI-000736,PO-00190,Inspection & Audit Service,services,993.4898,778.6185,5,3893.0925
LI-000737,PO-00190,Equipment Calibration,services,1039.6165,803.0892,5,4015.446
LI-000738,PO-00190,Inspection & Audit Service,services,1274.2412,1424.9929,10,14249.929
LI-000739,PO-00190,Cleaning Contract Monthly,services,86.7126,84.1293,5,420.6465
LI-000740,PO-00192,Grease Cartridge EP2,mro,1872.6748,1523.8872,5,7619.436
LI-000741,PO-00192,Grease Cartridge EP2,mro,809.7324,797.3592,20,15947.184
LI-000742,PO-00192,V-Belt B68,mro,57.4794,64.342,8,514.736
LI-000743,PO-00192,Grease Cartridge EP2,mro,513.5092,492.954,31,15281.574
LI-000744,PO-00192,Chain Lubricant 1gal,mro,1573.1715,1582.6424,39,61723.0536
LI-000745,PO-00192,Cutting Disc 4.5in,mro,1801.8613,2096.1954,28,58693.4712
LI-000746,PO-00193,Cutting Disc 4.5in,mro,875.3941,992.935,38,37731.53
LI-000747,PO-00193,O-Ring Kit Viton,mro,133.7141,127.4137,27,3440.1699
LI-000748,PO-00193,Grease Cartridge EP2,mro,1535.4202,1530.2006,28,42845.6168
LI-000749,PO-00193,V-Belt B68,mro,520.3468,533.9701,34,18154.9834
LI-000750,PO-00194,Chain Lubricant 1gal,mro,95.7337,93.154,23,2142.542
LI-000751,PO-00194,Wire Brush Set,mro,386.4468,420.9474,44,18521.6856
LI-000752,PO-00194,Safety Gloves Nitrile L,mro,138.3981,112.6176,27,3040.6752
LI-000753,PO-00194,Cutting Disc 4.5in,mro,166.0782,169.8541,1,169.8541
LI-000754,PO-00194,V-Belt B68,mro,403.5753,359.9415,49,17637.1335
LI-000755,PO-00195,On-site Repair Service,services,83.0162,61.2164,1,61.2164
LI-000756,PO-00195,Cleaning Contract Monthly,services,406.2565,517.1482,6,3102.8892
LI-000757,PO-00195,On-site Repair Service,services,193.604,175.4671,1,175.4671
LI-000758,PO-00195,Cleaning Contract Monthly,services,1342.0772,1312.1433,8,10497.1464
LI-000759,PO-00195,Preventive Maintenance Visit,services,1329.0334,1616.9169,3,4850.7507
LI-000760,PO-00195,Courier & Freight Charge,services,1258.223,831.8341,1,831.8341
LI-000761,PO-00196,Grease Cartridge EP2,mro,1523.7153,1617.172,8,12937.376
LI-000762,PO-00196,O-Ring Kit Viton,mro,490.4391,470.8579,17,8004.5843
LI-000763,PO-00196,Wire Brush Set,mro,838.5227,795.4484,40,31817.936
LI-000764,PO-00196,Hydraulic Filter HF-200,mro,666.7622,536.8659,17,9126.7203
LI-000765,PO-00196,Grease Cartridge EP2,mro,154.8788,121.8885,47,5728.7595
LI-000766,PO-00196,Replacement Seal Kit,mro,798.9752,803.0517,1,803.0517
LI-000767,PO-00197,Brass Fitting 3/4in,direct_materials,1107.5006,1126.4908,14,15770.8712
LI-000768,PO-00197,Polypropylene Resin,direct_materials,1377.9646,1405.4732,339,476455.4148
LI-000769,PO-00197,Steel Billet Grade A,direct_materials,183.3965,190.4017,325,61880.5525
LI-000770,PO-00197,Nylon Pellets 50lb,direct_materials,203.5445,198.5947,473,93935.2931
LI-000771,PO-00198,Bearing 6205-2RS,mro,105.8734,126.4991,17,2150.4847
LI-000772,PO-00198,Wire Brush Set,mro,783.7638,783.5933,41,32127.3253
LI-000773,PO-00198,Hydraulic Filter HF-200,mro,1506.4991,1499.1621,49,73458.9429
LI-000774,PO-00198,Chain Lubricant 1gal,mro,1826.111,1314.713,45,59162.085
LI-000775,PO-00199,Bearing 6205-2RS,mro,593.6548,519.4933,23,11948.3459
LI-000776,PO-00199,Safety Gloves Nitrile L,mro,741.0465,701.6874,49,34382.6826
LI-000777,PO-00199,Wire Brush Set,mro,721.3152,599.4863,12,7193.8356
LI-000778,PO-00199,Chain Lubricant 1gal,mro,233.2271,251.9543,16,4031.2688
LI-000779,PO-00199,Bearing 6205-2RS,mro,610.0332,462.9013,15,6943.5195
LI-000780,PO-00200,V-Belt B68,mro,1953.366,2265.0362,7,15855.2534
LI-000781,PO-00200,Grease Cartridge EP2,mro,1260.7621,1320.7158,15,19810.737
LI-000782,PO-00200,Replacement Seal Kit,mro,1414.8664,1454.795,26,37824.67
LI-000783,PO-00200,Replacement Seal Kit,mro,331.0616,299.4066,14,4191.6924
LI-000784,PO-00200,Chain Lubricant 1gal,mro,768.2605,807.5949,6,4845.5694
LI-000785,PO-00201,Brass Fitting 3/4in,direct_materials,4088.5061,3987.694,352,1403668.288
LI-000786,PO-00201,Copper Tubing 1in,direct_materials,1338.6894,1351.7909,52,70293.1268
LI-000787,PO-00202,Stainless Plate 304,direct_materials,2704.852,2638.1751,49,129270.5799
LI-000788,PO-00202,Aluminum Sheet 6061,direct_materials,2260.8552,2252.1082,293,659867.7026
LI-000789,PO-00202,Zinc Ingot 99.9%,direct_materials,2037.6148,2005.5933,116,232648.8228
LI-000790,PO-00202,Zinc Ingot 99.9%,direct_materials,2820.9542,2749.4543,163,448161.0509
LI-000791,PO-00203,Cleaning Contract Monthly,services,209.4973,192.1183,6,1152.7098
LI-000792,PO-00203,Cleaning Contract Monthly,services,1099.2297,1274.123,8,10192.984
LI-000793,PO-00203,On-site Repair Service,services,956.4691,734.3908,1,734.3908
LI-000794,PO-00203,Inspection & Audit Service,services,890.1083,984.3212,8,7874.5696
LI-000795,PO-00204,Cleaning Contract Monthly,services,425.1549,391.922,7,2743.454
LI-000796,PO-00204,Waste Disposal Service,services,130.6841,117.0361,4,468.1444
LI-000797,PO-00204,Waste Disposal Service,services,288.8275,327.5052,6,1965.0312
LI-000798,PO-00204,Inspection & Audit Service,services,1528.149,1592.7428,9,14334.6852
LI-000799,PO-00205,V-Belt B68,mro,147.4664,160.5243,20,3210.486
LI-000800,PO-00205,Hydraulic Filter HF-200,mro,1484.421,1337.1561,47,62846.3367
LI-000801,PO-00205,V-Belt B68,mro,467.012,525.2397,15,7878.5955
LI-000802,PO-00206,Storage Bin Set,indirect,200.0483,201.2499,9,1811.2491
LI-000803,PO-00206,Facility Sign Set,indirect,1757.0901,1521.3112,20,30426.224
LI-000804,PO-00207,Nylon Pellets 50lb,direct_materials,1212.0262,1164.9215,74,86204.191
LI-000805,PO-00207,Stainless Plate 304,direct_materials,1016.2304,1003.664,67,67245.488
LI-000806,PO-00207,Nylon Pellets 50lb,direct_materials,1037.3392,1029.3434,124,127638.5816
LI-000807,PO-00207,Titanium Rod 0.5in,direct_materials,360.6674,372.3539,127,47288.9453
LI-000808,PO-00207,Carbon Fiber Roll,direct_materials,339.5682,333.4724,499,166402.7276
LI-000809,PO-00208,Cutting Disc 4.5in,mro,1270.0202,1179.9574,40,47198.296
LI-000810,PO-00208,Chain Lubricant 1gal,mro,439.4561,494.7652,50,24738.26
LI-000811,PO-00208,Cutting Disc 4.5in,mro,971.6778,1110.9849,5,5554.9245
LI-000812,PO-00208,Hydraulic Filter HF-200,mro,1047.2097,1043.2697,7,7302.8879
LI-000813,PO-00208,V-Belt B68,mro,1825.0353,1776.5606,13,23095.2878
LI-000814,PO-00208,Grease Cartridge EP2,mro,542.5579,559.9503,31,17358.4593
LI-000815,PO-00209,V-Belt B68,mro,290.2506,244.0008,45,10980.036
LI-000816,PO-00209,Cutting Disc 4.5in,mro,471.285,510.9853,16,8175.7648
LI-000817,PO-00209,Chain Lubricant 1gal,mro,284.9052,322.8244,44,14204.2736
LI-000818,PO-00209,Safety Gloves Nitrile L,mro,1077.9769,1020.3209,26,26528.3434
LI-000819,PO-00209,Wire Brush Set,mro,899.7276,1184.131,8,9473.048
LI-000820,PO-00210,Chain Lubricant 1gal,mro,52.8416,56.7875,8,454.3
LI-000821,PO-00210,Wire Brush Set,mro,475.1517,510.0197,36,18360.7092
LI-000822,PO-00210,Hydraulic Filter HF-200,mro,1265.9904,1151.5111,39,44908.9329
LI-000823,PO-00210,Safety Gloves Nitrile L,mro,906.2842,844.6896,31,26185.3776
LI-000824,PO-00210,Grease Cartridge EP2,mro,1913.3312,1943.1762,21,40806.7002
LI-000825,PO-00211,Hydraulic Filter HF-200,mro,567.2301,507.676,11,5584.436
LI-000826,PO-00211,Grease Cartridge EP2,mro,28.072,24.3966,7,170.7762
LI-000827,PO-00211,Cutting Disc 4.5in,mro,1986.0743,1822.088,38,69239.344
LI-000828,PO-00212,Grease Cartridge EP2,mro,1440.6776,1108.0977,50,55404.885
LI-000829,PO-00212,Hydraulic Filter HF-200,mro,1221.2718,1329.8384,38,50533.8592
LI-000830,PO-00212,Hydraulic Filter HF-200,mro,1547.0521,1812.8911,7,12690.2377
LI-000831,PO-00212,Cutting Disc 4.5in,mro,1075.8124,1121.7813,12,13461.3756
LI-000832,PO-00212,V-Belt B68,mro,1440.3361,1543.6557,3,4630.9671
LI-000833,PO-00213,Waste Disposal Service,services,122.798,112.8461,9,1015.6149
LI-000834,PO-00213,Inspection & Audit Service,services,772.8555,621.5346,2,1243.0692
LI-000835,PO-00213,Software License Annual,services,1002.7465,1121.1851,8,8969.4808
LI-000836,PO-00213,Consulting Day Rate,services,910.7193,950.4854,7,6653.3978
LI-000837,PO-00213,Software License Annual,services,783.3727,756.2617,9,6806.3553
LI-000838,PO-00213,Cleaning Contract Monthly,services,1632.1186,1310.1989,4,5240.7956
LI-000839,PO-00214,Grease Cartridge EP2,mro,1279.698,886.7476,9,7980.7284
LI-000840,PO-00214,Safety Gloves Nitrile L,mro,1616.7204,1950.7473,49,95586.6177
LI-000841,PO-00215,Copper Tubing 1in,direct_materials,3243.4045,3201.457,238,761946.766
LI-000842,PO-00215,Nylon Pellets 50lb,direct_materials,4237.5107,4204.9604,284,1194208.7536
LI-000843,PO-00215,Brass Fitting 3/4in,direct_materials,3989.9003,3848.0069,399,1535354.7531
LI-000844,PO-00215,Stainless Plate 304,direct_materials,3588.1797,3385.6462,57,192981.8334
LI-000845,PO-00215,Brass Fitting 3/4in,direct_materials,4076.2513,4138.111,248,1026251.528
LI-000846,PO-00216,Label Stock 4x6,indirect,786.5827,809.4089,6,4856.4534
LI-000847,PO-00216,Storage Bin Set,indirect,1251.4481,945.8929,11,10404.8219
LI-000848,PO-00216,Cable Ties Assorted,indirect,2502.7695,3224.3691,14,45141.1674
LI-000849,PO-00216,Office Supply Bundle,indirect,478.9212,410.9502,16,6575.2032
LI-000850,PO-00217,Titanium Rod 0.5in,direct_materials,1190.9837,1164.3469,142,165337.2598
LI-000851,PO-00217,Steel Billet Grade A,direct_materials,550.748,561.9519,363,203988.5397
LI-000852,PO-00217,Nylon Pellets 50lb,direct_materials,2793.421,2687.9109,118,317173.4862
LI-000853,PO-00217,Aluminum Sheet 6061,direct_materials,4334.8531,4306.5167,414,1782897.9138
LI-000854,PO-00217,Nylon Pellets 50lb,direct_materials,1074.5263,1054.6596,213,224642.4948
LI-000855,PO-00217,Copper Tubing 1in,direct_materials,3258.375,3205.2927,108,346171.6116
LI-000856,PO-00218,Polypropylene Resin,direct_materials,4882.1947,4696.82,69,324080.58
LI-000857,PO-00218,Carbon Fiber Roll,direct_materials,1642.576,1588.7918,391,621217.5938
LI-000858,PO-00218,Copper Tubing 1in,direct_materials,4324.6878,4220.7181,459,1937309.6079
LI-000859,PO-00218,Polypropylene Resin,direct_materials,2278.67,2298.2472,19,43666.6968
LI-000860,PO-00219,Safety Gloves Nitrile L,mro,1075.1268,1113.4658,50,55673.29
LI-000861,PO-00219,Chain Lubricant 1gal,mro,418.0044,437.0647,25,10926.6175
LI-000862,PO-00219,Replacement Seal Kit,mro,559.5203,576.2251,33,19015.4283
LI-000863,PO-00219,Cutting Disc 4.5in,mro,144.4224,167.6804,7,1173.7628
LI-000864,PO-00220,Cutting Disc 4.5in,mro,1346.5077,1241.9978,27,33533.9406
LI-000865,PO-00220,V-Belt B68,mro,823.4475,738.7104,43,31764.5472
LI-000866,PO-00221,Hydraulic Filter HF-200,mro,138.5011,133.4164,39,5203.2396
LI-000867,PO-00221,Wire Brush Set,mro,767.9405,806.9067,9,7262.1603
LI-000868,PO-00222,Chain Lubricant 1gal,mro,1671.3659,1656.3867,46,76193.7882
LI-000869,PO-00222,Replacement Seal Kit,mro,1575.5502,1254.6773,13,16310.8049
LI-000870,PO-00222,V-Belt B68,mro,1258.8621,1394.6666,29,40445.3314
LI-000871,PO-00222,O-Ring Kit Viton,mro,434.0154,410.8298,49,20130.6602
LI-000872,PO-00222,Bearing 6205-2RS,mro,1296.2876,1274.3055,8,10194.444
LI-000873,PO-00223,Cutting Disc 4.5in,mro,1079.7528,1013.4609,10,10134.609
LI-000874,PO-00223,Grease Cartridge EP2,mro,685.7764,719.0132,24,17256.3168
LI-000875,PO-00224,Steel Billet Grade A,direct_materials,1682.8558,1658.7627,491,814452.4857
LI-000876,PO-00224,Stainless Plate 304,direct_materials,245.3615,247.6232,149,36895.8568
LI-000877,PO-00224,Zinc Ingot 99.9%,direct_materials,2580.2642,2576.4142,87,224148.0354
LI-000878,PO-00224,Brass Fitting 3/4in,direct_materials,4195.1785,4185.3119,12,50223.7428
LI-000879,PO-00225,O-Ring Kit Viton,mro,537.0699,579.8881,17,9858.0977
LI-000880,PO-00225,Hydraulic Filter HF-200,mro,786.7949,954.999,34,32469.966
LI-000881,PO-00225,Bearing 6205-2RS,mro,585.117,454.0531,28,12713.4868
LI-000882,PO-00226,Bearing 6205-2RS,mro,1732.1391,1728.3852,39,67407.0228
LI-000883,PO-00226,O-Ring Kit Viton,mro,1966.1335,1814.443,21,38103.303
LI-000884,PO-00226,Wire Brush Set,mro,843.4165,1039.5561,24,24949.3464
LI-000885,PO-00227,Copper Tubing 1in,direct_materials,653.1148,677.0664,38,25728.5232
LI-000886,PO-00227,Aluminum Sheet 6061,direct_materials,2857.9267,2854.1714,136,388167.3104
LI-000887,PO-00227,Steel Billet Grade A,direct_materials,263.7601,262.0845,123,32236.3935
LI-000888,PO-00228,Cable Ties Assorted,indirect,2054.5592,2304.3658,1,2304.3658
LI-000889,PO-00228,Storage Bin Set,indirect,1554.7852,1794.4495,20,35888.99
LI-000890,PO-00228,First Aid Kit OSHA,indirect,1172.1126,779.8811,2,1559.7622
LI-000891,PO-00228,Printer Toner Set,indirect,1588.7558,1518.1565,10,15181.565
LI-000892,PO-00229,Inspection & Audit Service,services,538.7272,402.6954,9,3624.2586
LI-000893,PO-00229,Preventive Maintenance Visit,services,560.5998,658.4872,3,1975.4616
LI-000894,PO-00230,Software License Annual,services,424.3881,332.67,5,1663.35
LI-000895,PO-00230,Courier & Freight Charge,services,360.2309,375.2916,8,3002.3328
LI-000896,PO-00231,Courier & Freight Charge,services,371.6963,465.8335,7,3260.8345
LI-000897,PO-00231,Cleaning Contract Monthly,services,321.1929,389.15,1,389.15
LI-000898,PO-00231,On-site Repair Service,services,58.0698,63.4154,7,443.9078
LI-000899,PO-00231,Preventive Maintenance Visit,services,1130.4294,1363.858,6,8183.148
LI-000900,PO-00231,Inspection & Audit Service,services,294.2599,320.115,6,1920.69
LI-000901,PO-00231,Preventive Maintenance Visit,services,1613.2989,1470.0731,1,1470.0731
LI-000902,PO-00232,Wire Brush Set,mro,327.5766,355.3616,2,710.7232
LI-000903,PO-00232,O-Ring Kit Viton,mro,1296.2401,1402.8682,30,42086.046
LI-000904,PO-00232,Grease Cartridge EP2,mro,1320.622,1363.276,7,9542.932
LI-000905,PO-00232,Safety Gloves Nitrile L,mro,1483.561,1741.2579,45,78356.6055
LI-000906,PO-00233,First Aid Kit OSHA,indirect,1909.2631,2229.4493,5,11147.2465
LI-000907,PO-00233,PPE Restocking Kit,indirect,2028.4467,2244.4159,5,11222.0795
LI-000908,PO-00233,Facility Sign Set,indirect,225.3201,234.3386,9,2109.0474
LI-000909,PO-00234,O-Ring Kit Viton,mro,357.4709,270.5837,21,5682.2577
LI-000910,PO-00234,Bearing 6205-2RS,mro,1448.6695,1459.115,42,61282.83
LI-000911,PO-00234,Grease Cartridge EP2,mro,1233.9796,1191.9859,20,23839.718
LI-000912,PO-00234,Wire Brush Set,mro,1653.4256,1669.0788,2,3338.1576
LI-000913,PO-00234,Cutting Disc 4.5in,mro,1740.8188,2289.1833,36,82410.5988
LI-000914,PO-00235,Preventive Maintenance Visit,services,1490.8228,1113.2047,3,3339.6141
LI-000915,PO-00235,Waste Disposal Service,services,351.5372,377.0813,1,377.0813
LI-000916,PO-00235,On-site Repair Service,services,859.084,935.0103,6,5610.0618
LI-000917,PO-00236,Aluminum Sheet 6061,direct_materials,1132.9541,1139.0997,362,412354.0914
LI-000918,PO-00236,Carbon Fiber Roll,direct_materials,63.3541,65.1573,299,19482.0327
LI-000919,PO-00237,Printer Toner Set,indirect,2525.6582,2667.1852,5,13335.926
LI-000920,PO-00237,Printer Toner Set,indirect,675.5882,745.7606,17,12677.9302
LI-000921,PO-00238,PPE Restocking Kit,indirect,1081.0778,1210.1921,16,19363.0736
LI-000922,PO-00238,Printer Toner Set,indirect,186.2994,177.3811,6,1064.2866
LI-000923,PO-00238,Janitorial Supply Box,indirect,2939.9148,2968.6358,5,14843.179
LI-000924,PO-00239,V-Belt B68,mro,1198.8687,1045.7565,42,43921.773
LI-000925,PO-00239,Chain Lubricant 1gal,mro,294.1181,258.0076,48,12384.3648
LI-000926,PO-00239,Cutting Disc 4.5in,mro,557.4605,492.855,37,18235.635
LI-000927,PO-00239,V-Belt B68,mro,607.7986,634.6928,32,20310.1696
LI-000928,PO-00240,Wire Brush Set,mro,1767.4831,1860.6414,38,70704.3732
LI-000929,PO-00240,V-Belt B68,mro,732.5497,687.2967,45,30928.3515
LI-000930,PO-00240,Bearing 6205-2RS,mro,1665.2505,1570.7778,31,48694.1118
LI-000931,PO-00240,Cutting Disc 4.5in,mro,126.3508,122.3099,20,2446.198
LI-000932,PO-00240,Wire Brush Set,mro,1472.8887,1597.3139,20,31946.278
LI-000933,PO-00240,Grease Cartridge EP2,mro,1803.3343,2074.5665,35,72609.8275
LI-000934,PO-00241,Safety Gloves Nitrile L,mro,1596.3854,1541.2586,12,18495.1032
LI-000935,PO-00241,Replacement Seal Kit,mro,1143.4163,1130.7884,10,11307.884
LI-000936,PO-00241,Replacement Seal Kit,mro,894.1255,982.2818,35,34379.863
LI-000937,PO-00241,Replacement Seal Kit,mro,1161.041,1071.9288,43,46092.9384
LI-000938,PO-00241,Cutting Disc 4.5in,mro,658.7221,620.3719,23,14268.5537
LI-000939,PO-00242,Hydraulic Filter HF-200,mro,502.9435,538.8839,6,3233.3034
LI-000940,PO-00242,V-Belt B68,mro,636.4473,526.6475,15,7899.7125
LI-000941,PO-00242,Chain Lubricant 1gal,mro,1440.9681,1902.7139,30,57081.417
LI-000942,PO-00242,Grease Cartridge EP2,mro,718.1917,680.2686,40,27210.744
LI-000943,PO-00243,Safety Gloves Nitrile L,mro,951.3632,875.2887,9,7877.5983
LI-000944,PO-00243,Hydraulic Filter HF-200,mro,1478.0872,1697.1939,20,33943.878
LI-000945,PO-00243,Safety Gloves Nitrile L,mro,208.1874,179.5367,10,1795.367
LI-000946,PO-00243,Cutting Disc 4.5in,mro,1323.1238,1286.2914,46,59169.4044
LI-000947,PO-00244,Office Supply Bundle,indirect,1672.6306,1736.5238,17,29520.9046
LI-000948,PO-00244,Printer Toner Set,indirect,520.1256,415.6066,18,7480.9188
LI-000949,PO-00244,First Aid Kit OSHA,indirect,131.2144,106.6464,11,1173.1104
LI-000950,PO-00245,V-Belt B68,mro,129.4161,107.6829,7,753.7803
LI-000951,PO-00245,O-Ring Kit Viton,mro,840.9987,840.4116,17,14286.9972
LI-000952,PO-00245,Cutting Disc 4.5in,mro,49.4768,61.7848,28,1729.9744
LI-000953,PO-00245,O-Ring Kit Viton,mro,1389.9846,1430.3899,29,41481.3071
LI-000954,PO-00245,Wire Brush Set,mro,132.8183,160.3117,40,6412.468
LI-000955,PO-00245,Hydraulic Filter HF-200,mro,478.4924,539.2049,6,3235.2294
LI-000956,PO-00246,Wire Brush Set,mro,275.928,245.3292,5,1226.646
LI-000957,PO-00246,O-Ring Kit Viton,mro,667.0693,834.4557,7,5841.1899
LI-000958,PO-00246,Cutting Disc 4.5in,mro,1235.5137,1155.9119,11,12715.0309
LI-000959,PO-00246,Chain Lubricant 1gal,mro,793.5629,901.8072,47,42384.9384
LI-000960,PO-00246,Replacement Seal Kit,mro,1539.3001,1685.9856,47,79241.3232
LI-000961,PO-00247,O-Ring Kit Viton,mro,1444.9303,1645.9908,43,70777.6044
LI-000962,PO-00247,Chain Lubricant 1gal,mro,966.262,951.6932,27,25695.7164
LI-000963,PO-00247,O-Ring Kit Viton,mro,1423.8716,1451.6949,41,59519.4909
LI-000964,PO-00247,Cutting Disc 4.5in,mro,1328.2066,1311.264,45,59006.88
LI-000965,PO-00247,Replacement Seal Kit,mro,1889.6243,2066.0337,38,78509.2806
LI-000966,PO-00247,Wire Brush Set,mro,962.8412,823.4762,44,36232.9528
LI-000967,PO-00248,Waste Disposal Service,services,1148.6418,959.0516,1,959.0516
LI-000968,PO-00248,Cleaning Contract Monthly,services,755.6164,720.9064,10,7209.064
LI-000969,PO-00248,Inspection & Audit Service,services,727.8221,563.4321,9,5070.8889
LI-000970,PO-00248,Cleaning Contract Monthly,services,1440.7597,1815.386,9,16338.474
LI-000971,PO-00248,Preventive Maintenance Visit,services,1399.5361,1526.1659,10,15261.659
LI-000972,PO-00249,Grease Cartridge EP2,mro,1888.349,2066.5243,30,61995.729
LI-000973,PO-00249,Replacement Seal Kit,mro,1332.5501,1328.3761,46,61105.3006
LI-000974,PO-00249,Replacement Seal Kit,mro,828.6087,861.3149,26,22394.1874
LI-000975,PO-00250,Safety Gloves Nitrile L,mro,104.9444,88.7413,32,2839.7216
LI-000976,PO-00250,Chain Lubricant 1gal,mro,1997.6942,1902.984,38,72313.392
LI-000977,PO-00250,Replacement Seal Kit,mro,619.7538,555.5822,26,14445.1372
LI-000978,PO-00251,Wire Brush Set,mro,1359.4395,1259.6913,28,35271.3564
LI-000979,PO-00251,Cutting Disc 4.5in,mro,1516.4583,1472.1135,45,66245.1075
LI-000980,PO-00251,Grease Cartridge EP2,mro,1413.856,1328.3411,4,5313.3644
LI-000981,PO-00251,Chain Lubricant 1gal,mro,370.7521,352.6217,19,6699.8123
LI-000982,PO-00252,Stainless Plate 304,direct_materials,3925.679,3989.2579,395,1575756.8705
LI-000983,PO-00252,Carbon Fiber Roll,direct_materials,2449.2554,2480.3105,460,1140942.83
LI-000984,PO-00252,Brass Fitting 3/4in,direct_materials,4638.276,4554.5833,231,1052108.7423
LI-000985,PO-00252,Brass Fitting 3/4in,direct_materials,2341.0543,2337.0608,35,81797.128
LI-000986,PO-00252,Zinc Ingot 99.9%,direct_materials,980.0334,964.9992,52,50179.9584
LI-000987,PO-00252,Stainless Plate 304,direct_materials,3025.6705,3063.2409,91,278754.9219
LI-000988,PO-00253,Titanium Rod 0.5in,direct_materials,1342.056,1308.0687,412,538924.3044
LI-000989,PO-00253,Carbon Fiber Roll,direct_materials,450.6826,458.3542,80,36668.336
LI-000990,PO-00253,Titanium Rod 0.5in,direct_materials,1462.0138,1451.2449,485,703853.7765
LI-000991,PO-00253,Polypropylene Resin,direct_materials,2559.3387,2522.4744,234,590259.0096
LI-000992,PO-00253,Aluminum Sheet 6061,direct_materials,1585.9917,1555.5466,438,681329.4108
LI-000993,PO-00253,Aluminum Sheet 6061,direct_materials,2263.7799,2268.2273,126,285796.6398
LI-000994,PO-00254,Copper Tubing 1in,direct_materials,2429.0316,2344.2219,470,1101784.293
LI-000995,PO-00254,Polypropylene Resin,direct_materials,4471.2527,4477.7441,185,828382.6585
LI-000996,PO-00255,Office Supply Bundle,indirect,372.2732,307.3505,2,614.701
LI-000997,PO-00255,Cable Ties Assorted,indirect,594.1551,515.1944,10,5151.944
LI-000998,PO-00255,Label Stock 4x6,indirect,2184.8242,2253.5226,18,40563.4068
LI-000999,PO-00255,Label Stock 4x6,indirect,2158.8425,1700.8325,10,17008.325
LI-001000,PO-00256,Equipment Calibration,services,356.9754,320.5225,3,961.5675
LI-001001,PO-00256,Equipment Calibration,services,956.1488,756.9753,10,7569.753
LI-001002,PO-00257,Equipment Calibration,services,288.6149,259.1666,7,1814.1662
LI-001003,PO-00257,Cleaning Contract Monthly,services,1103.5254,1051.1844,7,7358.2908
LI-001004,PO-00257,Preventive Maintenance Visit,services,241.9242,190.4705,9,1714.2345
LI-001005,PO-00257,On-site Repair Service,services,1037.4958,1083.9893,10,10839.893
LI-001006,PO-00258,Polypropylene Resin,direct_materials,4009.9897,3870.6684,412,1594715.3808
LI-001007,PO-00258,Zinc Ingot 99.9%,direct_materials,2029.4447,2041.5869,444,906464.5836
LI-001008,PO-00258,Steel Billet Grade A,direct_materials,433.7713,415.0265,363,150654.6195
LI-001009,PO-00258,Copper Tubing 1in,direct_materials,2392.5839,2516.0116,382,961116.4312
LI-001010,PO-00258,Titanium Rod 0.5in,direct_materials,2821.0996,2739.9535,35,95898.3725
LI-001011,PO-00258,Stainless Plate 304,direct_materials,4566.4207,4489.3332,251,1126822.6332
LI-001012,PO-00259,Preventive Maintenance Visit,services,640.7484,798.9734,4,3195.8936
LI-001013,PO-00259,Consulting Day Rate,services,191.123,222.8668,6,1337.2008
LI-001014,PO-00260,Replacement Seal Kit,mro,1415.5228,1302.6622,43,56014.4746
LI-001015,PO-00260,Bearing 6205-2RS,mro,62.7908,68.4583,45,3080.6235
LI-001016,PO-00260,Hydraulic Filter HF-200,mro,1294.9865,1188.7679,24,28530.4296
LI-001017,PO-00260,Grease Cartridge EP2,mro,343.158,336.3599,25,8408.9975
LI-001018,PO-00261,Zinc Ingot 99.9%,direct_materials,681.0676,648.0841,481,311728.4521
LI-001019,PO-00261,Polypropylene Resin,direct_materials,66.5209,62.7618,210,13179.978
LI-001020,PO-00261,Aluminum Sheet 6061,direct_materials,384.304,372.9721,207,77205.2247
LI-001021,PO-00261,Carbon Fiber Roll,direct_materials,652.4361,640.2687,439,281077.9593
