receipt_id,po_id,supplier_id,received_date,qty_ordered,qty_received,qty_rejected,on_time,in_full
GR-00408,PO-00442,SUP-031,2024-03-10,215,215,0,True,True
GR-00409,PO-00443,SUP-026,2024-12-01,15,15,0,True,True
GR-00410,PO-00444,SUP-006,2025-06-25,127,127,0,True,True
GR-00411,PO-00445,SUP-031,2024-09-11,54,54,0,True,True
GR-00412,PO-00446,SUP-031,2025-01-02,99,99,0,True,True
GR-00413,PO-00447,SUP-031,2024-03-03,27,27,0,True,True
GR-00414,PO-00448,SUP-009,2025-08-27,807,807,0,True,True
GR-00415,PO-00449,SUP-021,2025-09-14,69,69,0,True,True
GR-00416,PO-00450,SUP-001,2024-02-26,40,40,0,True,True
GR-00417,PO-00451,SUP-006,2025-07-11,80,80,0,True,True
GR-00418,PO-00452,SUP-031,2024-10-06,100,100,0,True,True
GR-00419,PO-00453,SUP-006,2025-06-26,58,58,0,True,True
GR-00420,PO-00454,SUP-035,2025-01-07,63,63,0,True,True
GR-00421,PO-00455,SUP-031,2025-06-07,119,119,0,True,True
GR-00422,PO-00456,SUP-009,2024-01-12,540,540,0,True,True
GR-00423,PO-00457,SUP-031,2024-10-17,77,77,0,True,True
GR-00424,PO-00458,SUP-009,2024-11-07,1045,1045,0,True,True
GR-00425,PO-00459,SUP-029,2025-01-11,23,23,0,True,True
GR-00426,PO-00460,SUP-009,2025-01-18,577,577,0,True,True
GR-00427,PO-00461,SUP-031,2024-07-29,48,48,0,True,True
GR-00428,PO-00462,SUP-021,2025-04-09,143,143,0,True,True
GR-00429,PO-00463,SUP-031,2024-10-28,179,179,0,True,True
GR-00430,PO-00464,SUP-031,2025-10-30,66,66,0,True,True
GR-00431,PO-00465,SUP-031,2024-09-10,136,136,0,True,True
GR-00432,PO-00466,SUP-026,2025-07-16,10,10,0,True,True
GR-00433,PO-00467,SUP-021,2024-08-05,80,80,0,True,True
GR-00434,PO-00468,SUP-021,2025-08-15,132,132,0,True,True
GR-00435,PO-00469,SUP-034,2025-09-25,52,52,0,True,True
GR-00436,PO-00470,SUP-031,2024-11-15,121,121,0,True,True
GR-00437,PO-00471,SUP-009,2024-03-20,446,446,0,True,True
GR-00438,PO-00472,SUP-031,2024-06-16,167,167,0,False,True
GR-00439,PO-00473,SUP-015,2024-07-31,49,49,0,True,True
GR-00440,PO-00474,SUP-035,2024-10-31,104,104,0,True,True
GR-00441,PO-00475,SUP-024,2025-04-14,132,132,0,True,True
GR-00442,PO-00476,SUP-031,2025-05-19,126,126,0,True,True
GR-00443,PO-00477,SUP-006,2026-01-15,79,79,0,True,True
GR-00444,PO-00479,SUP-022,2025-12-08,87,87,0,True,True
GR-00445,PO-00480,SUP-029,2025-08-21,7,4,0,True,False
GR-00446,PO-00483,SUP-021,2025-06-23,77,77,0,True,True
GR-00447,PO-00484,SUP-006,2024-03-05,144,144,0,True,True
GR-00448,PO-00485,SUP-031,2025-06-10,38,38,0,True,True
GR-00449,PO-00486,SUP-031,2024-06-16,201,201,0,True,True
GR-00450,PO-00487,SUP-031,2024-11-18,58,58,0,True,True
GR-00451,PO-00488,SUP-021,2025-02-01,83,83,0,True,True
GR-00452,PO-00489,SUP-030,2025-05-13,378,269,6,False,False
GR-00453,PO-00490,SUP-007,2024-12-09,25,25,0,True,True
GR-00454,PO-00491,SUP-031,2025-08-08,131,131,0,True,True
GR-00455,PO-00492,SUP-021,2025-12-18,143,143,0,True,True
GR-00456,PO-00493,SUP-009,2025-01-04,485,485,0,True,True
GR-00457,PO-00494,SUP-013,2024-09-05,1243,1159,42,True,False
GR-00458,PO-00495,SUP-006,2025-09-28,68,68,0,True,True
GR-00459,PO-00496,SUP-031,2024-04-22,145,145,0,True,True
GR-00460,PO-00497,SUP-006,2025-09-23,34,34,0,True,True
GR-00461,PO-00498,SUP-021,2025-01-23,42,42,0,True,True
GR-00462,PO-00499,SUP-026,2025-07-14,32,32,0,True,True
GR-00463,PO-00501,SUP-039,2026-01-07,84,53,0,False,False
GR-00464,PO-00502,SUP-006,2025-07-21,107,107,0,True,True
GR-00465,PO-00503,SUP-008,2025-12-04,30,30,0,True,True
GR-00466,PO-00504,SUP-009,2024-06-25,537,537,0,True,True
GR-00467,PO-00505,SUP-001,2024-12-26,35,35,0,True,True
GR-00468,PO-00506,SUP-023,2026-01-02,58,47,0,True,False
GR-00469,PO-00507,SUP-031,2024-10-02,106,71,0,True,False
GR-00470,PO-00508,SUP-006,2024-11-03,86,86,0,True,True
GR-00471,PO-00509,SUP-031,2025-07-27,51,51,0,True,True
GR-00472,PO-00510,SUP-039,2024-04-25,61,61,0,True,True
GR-00473,PO-00511,SUP-031,2025-12-27,134,134,0,True,True
GR-00474,PO-00512,SUP-009,2024-05-28,860,860,0,True,True
GR-00475,PO-00513,SUP-018,2024-12-04,26,26,0,True,True
GR-00476,PO-00514,SUP-030,2025-11-20,628,628,0,True,True
GR-00477,PO-00515,SUP-015,2024-10-18,20,20,0,True,True
GR-00478,PO-00516,SUP-006,2025-03-29,25,25,0,True,True
GR-00479,PO-00517,SUP-031,2024-11-03,181,181,0,True,True
GR-00480,PO-00518,SUP-006,2024-12-10,149,149,0,True,True
GR-00481,PO-00519,SUP-006,2024-09-30,45,45,0,True,True
GR-00482,PO-00520,SUP-006,2025-02-10,82,82,0,True,True
GR-00483,PO-00521,SUP-031,2025-08-28,83,83,0,True,True
GR-00484,PO-00522,SUP-001,2026-02-12,41,41,0,True,True
GR-00485,PO-00523,SUP-007,2025-10-06,27,27,0,True,True
GR-00486,PO-00524,SUP-007,2024-07-08,24,24,0,True,True
GR-00487,PO-00525,SUP-031,2024-06-04,102,102,0,True,True
GR-00488,PO-00526,SUP-001,2024-07-14,73,73,0,True,True
GR-00489,PO-00527,SUP-008,2024-03-05,14,14,0,True,True
GR-00490,PO-00528,SUP-029,2024-02-18,28,28,0,True,True
GR-00491,PO-00529,SUP-007,2024-05-30,29,29,0,True,True
GR-00492,PO-00530,SUP-007,2025-11-09,28,28,0,True,True
GR-00493,PO-00532,SUP-048,2025-12-10,42,42,0,True,True
GR-00494,PO-00533,SUP-008,2025-04-30,25,25,0,True,True
GR-00495,PO-00534,SUP-041,2024-01-16,754,754,0,True,True
GR-00496,PO-00535,SUP-001,2025-05-31,15,15,0,True,True
GR-00497,PO-00539,SUP-009,2024-05-02,1327,1327,0,True,True
GR-00498,PO-00541,SUP-008,2025-04-15,29,29,0,True,True
GR-00499,PO-00542,SUP-001,2025-11-27,13,13,0,True,True
GR-00500,PO-00543,SUP-011,2024-09-07,35,35,0,False,True
GR-00501,PO-00544,SUP-026,2024-09-21,30,30,0,True,True
GR-00502,PO-00545,SUP-031,2024-09-18,75,75,0,True,True
GR-00503,PO-00546,SUP-037,2024-02-07,826,826,0,True,True
GR-00504,PO-00547,SUP-049,2024-11-12,1044,771,0,False,False
GR-00505,PO-00548,SUP-031,2025-04-04,68,68,0,False,True
GR-00506,PO-00549,SUP-009,2025-11-08,555,555,0,True,True
GR-00507,PO-00550,SUP-031,2024-02-18,37,37,0,True,True
GR-00508,PO-00551,SUP-031,2026-01-15,168,168,0,True,True
GR-00509,PO-00552,SUP-001,2024-03-15,20,20,0,True,True
GR-00510,PO-00553,SUP-006,2025-10-02,55,55,0,True,True
GR-00511,PO-00554,SUP-031,2024-06-21,108,108,0,True,True
GR-00512,PO-00555,SUP-031,2024-11-24,190,190,0,True,True
GR-00513,PO-00557,SUP-035,2025-02-28,43,43,0,True,True
GR-00514,PO-00558,SUP-006,2025-01-16,71,71,0,True,True
GR-00515,PO-00559,SUP-006,2024-03-25,37,37,0,True,True
GR-00516,PO-00560,SUP-031,2025-08-22,87,87,0,True,True
GR-00517,PO-00562,SUP-006,2024-12-06,173,173,0,True,True
GR-00518,PO-00563,SUP-031,2025-03-24,43,43,0,True,True
GR-00519,PO-00564,SUP-001,2025-12-13,51,39,0,True,False
GR-00520,PO-00565,SUP-031,2025-04-28,148,148,0,True,True
GR-00521,PO-00566,SUP-001,2024-05-02,53,53,0,True,True
GR-00522,PO-00567,SUP-006,2025-11-24,82,82,0,True,True
GR-00523,PO-00568,SUP-006,2025-11-14,98,98,0,True,True
GR-00524,PO-00569,SUP-009,2025-12-02,1622,1622,0,True,True
GR-00525,PO-00570,SUP-006,2025-01-25,18,18,0,True,True
GR-00526,PO-00571,SUP-030,2025-10-12,1358,1358,0,False,True
GR-00527,PO-00572,SUP-019,2024-06-24,7,7,0,True,True
GR-00528,PO-00574,SUP-043,2025-01-06,969,969,0,True,True
GR-00529,PO-00575,SUP-001,2025-03-18,60,60,0,True,True
GR-00530,PO-00577,SUP-031,2025-06-03,128,128,0,True,True
GR-00531,PO-00579,SUP-006,2025-11-15,47,47,0,True,True
GR-00532,PO-00580,SUP-023,2024-07-02,119,79,0,True,False
GR-00533,PO-00581,SUP-029,2024-04-23,34,34,0,False,True
GR-00534,PO-00582,SUP-009,2024-09-26,1689,1689,0,True,True
GR-00535,PO-00583,SUP-031,2025-03-07,34,34,0,True,True
GR-00536,PO-00584,SUP-009,2025-05-14,692,692,0,True,True
GR-00537,PO-00585,SUP-041,2024-08-29,1349,1349,0,True,True
GR-00538,PO-00586,SUP-041,2024-07-25,949,949,0,True,True
GR-00539,PO-00587,SUP-022,2024-05-08,89,89,0,True,True
GR-00540,PO-00588,SUP-031,2025-02-09,82,82,0,True,True
GR-00541,PO-00589,SUP-006,2025-02-17,44,44,0,True,True
GR-00542,PO-00590,SUP-021,2025-10-19,207,176,0,True,False
GR-00543,PO-00591,SUP-031,2025-04-11,181,181,0,True,True
GR-00544,PO-00593,SUP-031,2025-03-06,92,92,0,True,True
GR-00545,PO-00594,SUP-021,2024-03-18,232,232,0,True,True
GR-00546,PO-00595,SUP-009,2024-11-05,537,537,0,True,True
GR-00547,PO-00596,SUP-009,2024-02-19,1771,1771,0,True,True
GR-00548,PO-00597,SUP-047,2025-09-22,1633,1633,0,True,True
GR-00549,PO-00598,SUP-006,2024-04-22,151,132,0,False,False
GR-00550,PO-00599,SUP-010,2025-05-29,19,19,0,True,True
GR-00551,PO-00600,SUP-033,2026-02-11,1520,1520,0,True,True
GR-00552,PO-00601,SUP-006,2025-09-26,84,84,0,True,True
GR-00553,PO-00602,SUP-031,2024-05-15,213,213,0,True,True
GR-00554,PO-00603,SUP-026,2025-02-03,20,20,0,True,True
GR-00555,PO-00604,SUP-006,2025-08-25,139,139,0,True,True
GR-00556,PO-00605,SUP-029,2025-03-13,26,26,0,True,True
GR-00557,PO-00606,SUP-031,2025-03-04,141,141,0,True,True
GR-00558,PO-00607,SUP-021,2024-08-23,81,81,0,True,True
GR-00559,PO-00608,SUP-031,2025-07-19,45,45,0,True,True
GR-00560,PO-00609,SUP-009,2025-04-19,2079,2079,0,True,True
GR-00561,PO-00610,SUP-007,2025-02-11,17,17,0,True,True
GR-00562,PO-00611,SUP-021,2024-08-13,97,97,0,True,True
GR-00563,PO-00612,SUP-036,2025-05-14,17,17,0,True,True
GR-00564,PO-00613,SUP-031,2024-03-05,144,144,0,True,True
GR-00565,PO-00614,SUP-035,2025-01-24,137,137,0,True,True
GR-00566,PO-00615,SUP-013,2024-04-30,184,184,0,True,True
GR-00567,PO-00616,SUP-031,2025-03-26,41,41,0,True,True
GR-00568,PO-00617,SUP-009,2025-02-24,1182,1182,0,True,True
GR-00569,PO-00618,SUP-001,2025-12-14,33,22,0,False,False
GR-00570,PO-00620,SUP-031,2024-05-17,124,124,0,True,True
GR-00571,PO-00621,SUP-006,2025-09-10,82,82,0,True,True
GR-00572,PO-00622,SUP-009,2024-05-16,1386,1386,0,True,True
GR-00573,PO-00623,SUP-006,2025-11-07,103,103,0,True,True
GR-00574,PO-00624,SUP-018,2024-06-29,7,7,0,True,True
GR-00575,PO-00625,SUP-031,2025-08-18,141,141,0,True,True
GR-00576,PO-00626,SUP-018,2024-03-29,14,9,0,True,False
GR-00577,PO-00628,SUP-009,2025-08-04,1836,1171,0,True,False
GR-00578,PO-00629,SUP-006,2025-11-05,131,131,0,True,True
GR-00579,PO-00630,SUP-041,2024-07-14,420,420,0,True,True
GR-00580,PO-00631,SUP-031,2025-12-03,48,48,0,True,True
GR-00581,PO-00632,SUP-031,2024-02-08,98,98,0,True,True
GR-00582,PO-00633,SUP-006,2024-03-21,131,131,0,True,True
GR-00583,PO-00634,SUP-026,2024-12-15,12,12,0,True,True
GR-00584,PO-00635,SUP-007,2025-06-13,20,20,0,True,True
GR-00585,PO-00636,SUP-035,2025-01-06,76,76,0,True,True
GR-00586,PO-00637,SUP-019,2024-05-10,8,8,0,True,True
GR-00587,PO-00638,SUP-006,2024-02-23,125,125,0,True,True
GR-00588,PO-00639,SUP-008,2025-01-19,9,9,0,True,True
GR-00589,PO-00640,SUP-041,2024-06-11,366,366,0,True,True
GR-00590,PO-00642,SUP-006,2025-06-26,140,140,0,True,True
GR-00591,PO-00643,SUP-021,2025-06-17,129,129,0,True,True
GR-00592,PO-00644,SUP-026,2026-02-10,30,30,0,True,True
GR-00593,PO-00645,SUP-035,2024-09-03,108,108,0,True,True
GR-00594,PO-00646,SUP-008,2025-04-04,9,9,0,True,True
GR-00595,PO-00647,SUP-031,2024-07-26,67,67,0,True,True
GR-00596,PO-00648,SUP-013,2025-03-13,1179,1179,0,True,True
GR-00597,PO-00649,SUP-031,2024-11-18,48,48,0,True,True
GR-00598,PO-00650,SUP-031,2026-01-04,130,130,0,True,True
GR-00599,PO-00651,SUP-019,2025-09-26,19,19,0,True,True
GR-00600,PO-00653,SUP-036,2025-01-10,19,19,0,False,True
GR-00601,PO-00654,SUP-007,2024-03-31,7,7,0,True,True
GR-00602,PO-00655,SUP-025,2025-03-08,58,58,0,False,True
GR-00603,PO-00656,SUP-035,2024-08-12,156,156,0,False,True
GR-00604,PO-00658,SUP-007,2024-09-19,23,23,0,True,True
GR-00605,PO-00659,SUP-031,2024-12-15,84,84,0,True,True
GR-00606,PO-00662,SUP-022,2025-01-02,41,37,0,True,False
GR-00607,PO-00663,SUP-035,2024-05-30,77,77,0,True,True
GR-00608,PO-00665,SUP-031,2024-06-28,63,63,0,True,True
GR-00609,PO-00666,SUP-021,2025-07-01,39,39,0,True,True
GR-00610,PO-00667,SUP-031,2024-04-10,63,63,0,True,True
GR-00611,PO-00669,SUP-001,2026-01-11,71,71,0,True,True
GR-00612,PO-00670,SUP-013,2024-04-02,788,788,0,True,True
GR-00613,PO-00671,SUP-029,2025-05-09,13,13,0,True,True
GR-00614,PO-00672,SUP-019,2026-02-02,10,10,0,True,True
GR-00615,PO-00673,SUP-031,2025-01-02,103,103,0,True,True
GR-00616,PO-00675,SUP-031,2025-12-30,102,102,0,True,True
GR-00617,PO-00676,SUP-021,2025-09-05,157,157,0,True,True
GR-00618,PO-00677,SUP-021,2024-01-19,106,106,0,True,True
GR-00619,PO-00678,SUP-031,2024-09-03,99,99,0,True,True
GR-00620,PO-00679,SUP-031,2024-11-08,73,73,0,True,True
GR-00621,PO-00680,SUP-025,2025-10-26,101,101,0,True,True
GR-00622,PO-00681,SUP-001,2026-01-07,8,8,0,True,True
GR-00623,PO-00682,SUP-013,2025-11-19,1254,1254,0,True,True
GR-00624,PO-00683,SUP-009,2024-08-12,869,869,0,True,True
GR-00625,PO-00684,SUP-035,2025-05-05,137,137,0,True,True
GR-00626,PO-00685,SUP-039,2025-07-15,146,146,0,True,True
GR-00627,PO-00686,SUP-028,2025-05-19,158,158,0,True,True
GR-00628,PO-00687,SUP-009,2025-01-06,1269,1269,0,True,True
GR-00629,PO-00688,SUP-014,2025-01-28,48,48,0,True,True
GR-00630,PO-00689,SUP-011,2025-10-07,49,45,0,False,False
GR-00631,PO-00690,SUP-009,2025-01-02,902,902,0,True,True
GR-00632,PO-00691,SUP-024,2025-07-21,53,53,1,True,True
GR-00633,PO-00692,SUP-040,2025-10-19,2049,2049,0,True,True
GR-00634,PO-00693,SUP-031,2025-05-23,72,72,0,True,True
GR-00635,PO-00694,SUP-005,2025-02-18,32,32,0,True,True
GR-00636,PO-00695,SUP-001,2024-03-13,23,23,0,True,True
GR-00637,PO-00696,SUP-014,2024-05-04,46,46,0,True,True
GR-00638,PO-00698,SUP-031,2025-01-31,99,99,0,True,True
GR-00639,PO-00699,SUP-009,2024-06-03,250,250,0,True,True
GR-00640,PO-00700,SUP-007,2024-01-16,19,19,0,True,True
GR-00641,PO-00701,SUP-031,2024-02-27,61,61,0,True,True
GR-00642,PO-00702,SUP-001,2024-08-19,57,57,0,True,True
GR-00643,PO-00703,SUP-001,2025-05-31,24,24,0,True,True
GR-00644,PO-00704,SUP-001,2025-08-25,22,22,0,True,True
GR-00645,PO-00705,SUP-021,2024-04-30,140,140,0,True,True
GR-00646,PO-00706,SUP-035,2024-08-29,184,184,0,True,True
GR-00647,PO-00708,SUP-001,2025-02-04,27,27,0,True,True
GR-00648,PO-00709,SUP-019,2024-09-12,26,26,0,True,True
GR-00649,PO-00711,SUP-031,2024-05-31,174,153,0,True,False
GR-00650,PO-00712,SUP-019,2024-08-30,33,33,0,True,True
GR-00651,PO-00713,SUP-031,2024-04-22,142,142,0,True,True
GR-00652,PO-00714,SUP-006,2025-02-05,107,107,0,True,True
GR-00653,PO-00715,SUP-007,2024-12-24,32,32,0,True,True
GR-00654,PO-00716,SUP-012,2025-07-14,17,17,0,True,True
GR-00655,PO-00717,SUP-031,2024-10-03,93,93,0,True,True
GR-00656,PO-00718,SUP-031,2025-07-03,94,94,0,True,True
GR-00657,PO-00719,SUP-031,2024-08-17,137,137,6,True,True
GR-00658,PO-00720,SUP-024,2024-08-23,54,54,0,True,True
GR-00659,PO-00721,SUP-031,2024-06-06,177,177,0,True,True
GR-00660,PO-00722,SUP-006,2025-05-05,128,80,0,True,False
GR-00661,PO-00723,SUP-009,2024-05-23,806,806,0,True,True
GR-00662,PO-00724,SUP-007,2024-04-02,36,22,0,False,False
GR-00663,PO-00726,SUP-009,2025-03-24,838,838,0,True,True
GR-00664,PO-00727,SUP-035,2025-11-29,173,173,0,True,True
GR-00665,PO-00728,SUP-026,2024-09-29,8,8,0,True,True
GR-00666,PO-00729,SUP-001,2024-07-30,75,75,0,True,True
GR-00667,PO-00730,SUP-007,2025-07-20,27,27,0,True,True
GR-00668,PO-00731,SUP-031,2025-08-12,66,66,0,True,True
GR-00669,PO-00732,SUP-031,2025-10-26,132,132,0,True,True
GR-00670,PO-00733,SUP-044,2024-07-09,125,91,0,False,False
GR-00671,PO-00734,SUP-029,2025-10-05,19,19,0,True,True
GR-00672,PO-00735,SUP-050,2024-09-29,27,27,0,True,True
GR-00673,PO-00736,SUP-019,2026-02-17,34,34,0,True,True
GR-00674,PO-00737,SUP-031,2025-10-17,145,145,0,True,True
GR-00675,PO-00738,SUP-031,2024-08-01,67,67,0,True,True
GR-00676,PO-00739,SUP-018,2024-09-03,6,4,0,False,False
GR-00677,PO-00740,SUP-018,2024-07-26,11,11,0,True,True
GR-00678,PO-00741,SUP-006,2025-06-05,163,163,0,True,True
GR-00679,PO-00742,SUP-002,2024-09-04,74,51,0,True,False
GR-00680,PO-00743,SUP-048,2025-07-04,57,57,0,True,True
GR-00681,PO-00744,SUP-006,2024-05-23,33,33,0,True,True
GR-00682,PO-00745,SUP-009,2024-09-12,761,761,0,True,True
GR-00683,PO-00746,SUP-048,2025-04-22,20,20,0,True,True
GR-00684,PO-00747,SUP-019,2024-08-16,27,27,0,True,True
GR-00685,PO-00748,SUP-010,2025-03-21,28,28,0,True,True
GR-00686,PO-00749,SUP-004,2026-01-28,1295,1295,0,True,True
GR-00687,PO-00750,SUP-046,2025-10-12,1742,1742,0,True,True
GR-00688,PO-00751,SUP-029,2024-07-25,38,38,0,True,True
GR-00689,PO-00752,SUP-007,2024-11-10,25,25,0,True,True
GR-00690,PO-00753,SUP-019,2024-12-20,14,14,0,True,True
GR-00691,PO-00754,SUP-031,2025-08-26,132,132,0,True,True
GR-00692,PO-00755,SUP-031,2026-01-31,85,85,0,True,True
GR-00693,PO-00756,SUP-040,2025-04-10,723,723,0,True,True
GR-00694,PO-00757,SUP-049,2025-05-30,1467,1467,0,False,True
GR-00695,PO-00758,SUP-009,2024-05-19,1427,1427,0,True,True
GR-00696,PO-00759,SUP-007,2024-09-19,27,27,0,True,True
GR-00697,PO-00760,SUP-031,2026-01-01,84,84,0,True,True
GR-00698,PO-00761,SUP-031,2025-10-14,158,158,0,True,True
GR-00699,PO-00762,SUP-041,2024-12-30,681,681,0,True,True
GR-00700,PO-00763,SUP-029,2024-07-06,19,19,0,True,True
GR-00701,PO-00764,SUP-011,2024-06-10,52,52,0,True,True
GR-00702,PO-00765,SUP-006,2024-09-05,27,27,0,True,True
GR-00703,PO-00766,SUP-031,2025-11-25,130,130,0,True,True
GR-00704,PO-00767,SUP-031,2024-07-16,24,24,1,True,True
GR-00705,PO-00768,SUP-031,2024-07-20,38,38,0,True,True
GR-00706,PO-00769,SUP-007,2024-12-30,15,15,0,True,True
GR-00707,PO-00770,SUP-006,2025-03-19,164,164,0,True,True
GR-00708,PO-00771,SUP-007,2024-07-28,27,27,1,True,True
GR-00709,PO-00772,SUP-026,2024-10-10,13,13,0,True,True
GR-00710,PO-00773,SUP-006,2024-09-05,90,90,0,True,True
GR-00711,PO-00774,SUP-031,2025-03-13,126,126,0,True,True
GR-00712,PO-00775,SUP-006,2025-01-23,72,72,0,True,True
GR-00713,PO-00776,SUP-031,2024-10-26,86,86,0,True,True
GR-00714,PO-00777,SUP-029,2024-04-10,25,25,0,True,True
GR-00715,PO-00779,SUP-009,2025-07-14,1646,1646,0,True,True
GR-00716,PO-00780,SUP-048,2026-01-14,12,12,0,True,True
GR-00717,PO-00781,SUP-048,2025-12-04,15,15,0,True,True
GR-00718,PO-00782,SUP-010,2025-03-15,41,41,0,True,True
GR-00719,PO-00784,SUP-021,2025-01-03,162,162,0,True,True
GR-00720,PO-00785,SUP-031,2024-02-29,81,81,0,True,True
GR-00721,PO-00786,SUP-020,2025-08-02,103,103,0,True,True
GR-00722,PO-00787,SUP-029,2024-12-30,29,29,0,True,True
GR-00723,PO-00788,SUP-006,2025-04-15,40,40,0,True,True
GR-00724,PO-00789,SUP-045,2024-12-28,660,660,0,True,True
GR-00725,PO-00790,SUP-031,2024-01-31,96,96,0,True,True
GR-00726,PO-00791,SUP-031,2024-07-23,47,47,0,True,True
GR-00727,PO-00793,SUP-017,2024-11-26,12,12,0,True,True
GR-00728,PO-00794,SUP-005,2025-08-02,23,19,0,True,False
GR-00729,PO-00795,SUP-031,2024-05-26,90,90,0,True,True
GR-00730,PO-00796,SUP-009,2024-09-23,1025,1025,0,False,True
GR-00731,PO-00797,SUP-029,2025-10-22,20,20,0,True,True
GR-00732,PO-00798,SUP-031,2024-03-01,155,155,0,True,True
GR-00733,PO-00799,SUP-006,2024-07-03,207,207,0,False,True
GR-00734,PO-00800,SUP-006,2024-03-13,76,76,0,True,True
GR-00735,PO-00801,SUP-031,2024-01-22,115,115,0,True,True
GR-00736,PO-00802,SUP-040,2026-01-19,174,174,0,True,True
GR-00737,PO-00803,SUP-019,2025-12-28,30,30,0,True,True
GR-00738,PO-00804,SUP-031,2025-08-25,45,45,0,True,True
GR-00739,PO-00805,SUP-024,2024-11-15,96,96,0,True,True
GR-00740,PO-00806,SUP-031,2024-11-03,132,132,0,True,True
GR-00741,PO-00807,SUP-001,2025-07-18,25,25,0,True,True
GR-00742,PO-00808,SUP-037,2025-05-23,796,796,0,True,True
GR-00743,PO-00809,SUP-006,2025-01-29,90,90,0,True,True
GR-00744,PO-00810,SUP-001,2024-06-26,39,39,0,True,True
GR-00745,PO-00811,SUP-035,2025-12-29,140,97,0,False,False
GR-00746,PO-00812,SUP-032,2025-09-02,63,63,0,True,True
GR-00747,PO-00813,SUP-012,2025-12-12,17,17,0,True,True
GR-00748,PO-00814,SUP-006,2025-04-28,43,43,0,True,True
GR-00749,PO-00815,SUP-031,2024-04-17,120,120,0,True,True
GR-00750,PO-00816,SUP-035,2025-12-27,178,178,0,True,True
GR-00751,PO-00817,SUP-002,2024-07-14,164,164,0,True,True
GR-00752,PO-00818,SUP-006,2026-02-13,115,115,0,True,True
GR-00753,PO-00819,SUP-026,2025-06-24,19,19,0,True,True
GR-00754,PO-00821,SUP-006,2025-11-26,174,174,0,True,True
GR-00755,PO-00822,SUP-031,2025-04-05,103,103,0,True,True
GR-00756,PO-00823,SUP-019,2024-07-03,20,20,0,True,True
GR-00757,PO-00824,SUP-043,2025-11-02,988,988,18,True,True
GR-00758,PO-00825,SUP-031,2025-05-23,73,73,0,True,True
GR-00759,PO-00826,SUP-006,2025-06-06,91,91,0,True,True
GR-00760,PO-00827,SUP-006,2025-04-07,49,49,0,True,True
GR-00761,PO-00828,SUP-020,2025-07-31,56,56,0,True,True
GR-00762,PO-00829,SUP-023,2025-06-06,55,43,0,True,False
GR-00763,PO-00830,SUP-031,2025-09-01,154,154,0,True,True
GR-00764,PO-00831,SUP-021,2025-09-29,54,54,0,True,True
GR-00765,PO-00832,SUP-021,2024-08-29,75,75,0,True,True
GR-00766,PO-00833,SUP-020,2025-01-13,102,78,0,False,False
GR-00767,PO-00834,SUP-007,2024-04-18,28,28,0,True,True
GR-00768,PO-00835,SUP-031,2025-09-06,177,177,0,True,True
GR-00769,PO-00836,SUP-019,2024-02-03,28,28,0,True,True
GR-00770,PO-00837,SUP-001,2026-01-17,58,58,0,True,True
GR-00771,PO-00838,SUP-031,2025-11-02,117,117,0,True,True
GR-00772,PO-00839,SUP-003,2024-07-07,22,19,0,False,False
GR-00773,PO-00840,SUP-006,2024-12-23,151,151,0,True,True
GR-00774,PO-00841,SUP-021,2024-10-05,92,92,0,True,True
GR-00775,PO-00842,SUP-001,2024-07-16,31,31,0,True,True
GR-00776,PO-00843,SUP-006,2026-01-08,88,88,0,True,True
GR-00777,PO-00844,SUP-035,2024-02-18,168,168,0,True,True
GR-00778,PO-00845,SUP-031,2024-02-26,47,47,0,True,True
GR-00779,PO-00847,SUP-019,2024-09-26,6,6,0,True,True
GR-00780,PO-00848,SUP-031,2025-12-22,25,25,0,True,True
GR-00781,PO-00849,SUP-019,2025-03-29,11,11,0,True,True
GR-00782,PO-00850,SUP-013,2025-03-05,1205,1205,0,True,True
GR-00783,PO-00851,SUP-001,2024-10-11,23,23,0,True,True
GR-00784,PO-00853,SUP-035,2024-05-08,62,48,0,False,False
GR-00785,PO-00854,SUP-031,2025-10-07,51,51,0,True,True
GR-00786,PO-00855,SUP-031,2025-08-16,157,157,0,True,True
GR-00787,PO-00856,SUP-009,2024-08-15,742,742,0,True,True
GR-00788,PO-00860,SUP-031,2025-11-05,148,148,0,True,True
GR-00789,PO-00861,SUP-031,2024-05-05,55,55,0,True,True
GR-00790,PO-00863,SUP-031,2024-10-07,27,27,0,True,True
GR-00791,PO-00864,SUP-044,2024-02-27,162,162,3,True,True
GR-00792,PO-00865,SUP-031,2024-09-18,121,121,0,True,True
GR-00793,PO-00866,SUP-048,2025-02-03,16,16,0,True,True
GR-00794,PO-00867,SUP-031,2026-02-12,134,134,0,True,True
GR-00795,PO-00869,SUP-043,2024-02-10,627,627,0,True,True
GR-00796,PO-00870,SUP-048,2025-06-11,29,29,0,True,True
GR-00797,PO-00871,SUP-001,2025-02-19,17,17,0,True,True
GR-00798,PO-00872,SUP-021,2024-06-04,107,107,0,True,True
GR-00799,PO-00873,SUP-005,2024-11-30,28,21,0,True,False
GR-00800,PO-00874,SUP-026,2025-06-27,25,21,0,True,False
GR-00801,PO-00875,SUP-031,2024-05-09,160,160,0,True,True
GR-00802,PO-00876,SUP-006,2024-11-06,99,99,0,True,True
GR-00803,PO-00877,SUP-021,2024-02-05,139,139,0,True,True
GR-00804,PO-00878,SUP-007,2025-05-17,16,16,0,True,True
