po_id,supplier_id,business_unit,category,po_date,expected_delivery_date,total_value,payment_terms,status
PO-00303,SUP-031,facilities,mro,2024-12-10,2024-12-17,102585.24,net_30,closed
PO-00304,SUP-009,it,direct_materials,2025-01-30,2025-02-11,1298106.16,net_30,closed
PO-00305,SUP-040,manufacturing,direct_materials,2025-07-23,2025-08-05,917281.84,net_30,closed
PO-00306,SUP-019,facilities,services,2025-11-12,2025-11-22,10194.41,net_30,closed
PO-00307,SUP-047,logistics,direct_materials,2026-03-18,2026-04-29,962596.03,net_30,open
PO-00308,SUP-044,corporate,mro,2025-01-09,2025-02-22,21072.51,net_90,closed
PO-00309,SUP-021,it,mro,2024-01-13,2024-01-22,177127.91,net_30,closed
PO-00310,SUP-006,manufacturing,mro,2025-03-06,2025-03-17,130133.3,net_60,closed
PO-00311,SUP-034,manufacturing,indirect,2024-03-12,2024-04-24,19406.33,net_30,closed
PO-00312,SUP-021,it,mro,2025-02-17,2025-02-27,188633.86,net_90,closed
PO-00313,SUP-009,manufacturing,direct_materials,2024-12-21,2025-01-01,1965792.96,net_30,closed
PO-00314,SUP-031,manufacturing,mro,2026-01-31,2026-02-13,143576.37,net_60,closed
PO-00315,SUP-018,logistics,services,2026-02-10,2026-03-01,17468.84,net_60,closed
PO-00316,SUP-031,facilities,mro,2026-02-16,2026-02-26,120463.19,net_30,open
PO-00317,SUP-031,manufacturing,mro,2024-05-30,2024-06-07,107651.36,net_60,closed
PO-00318,SUP-006,manufacturing,mro,2026-01-16,2026-01-30,103814.32,net_60,closed
PO-00319,SUP-009,corporate,direct_materials,2026-01-04,2026-01-15,3567330.41,net_90,closed
PO-00320,SUP-031,manufacturing,mro,2024-11-10,2024-11-23,28449.08,net_60,closed
PO-00321,SUP-007,manufacturing,services,2024-08-29,2024-09-19,32178.43,net_90,closed
PO-00322,SUP-009,corporate,direct_materials,2025-02-25,2025-03-11,1286194.21,net_90,closed
PO-00323,SUP-031,facilities,mro,2024-08-31,2024-09-14,117114.46,net_30,closed
PO-00324,SUP-009,logistics,direct_materials,2026-01-11,2026-01-19,3415725.81,net_30,closed
PO-00325,SUP-008,manufacturing,services,2025-07-14,2025-08-06,8800.32,net_60,closed
PO-00326,SUP-006,manufacturing,mro,2024-12-20,2024-12-27,108621.67,net_60,closed
PO-00327,SUP-031,manufacturing,mro,2025-03-23,2025-03-31,131170.67,net_30,closed
PO-00328,SUP-006,corporate,mro,2024-02-06,2024-02-14,38377.63,net_90,closed
PO-00329,SUP-031,logistics,mro,2024-04-19,2024-04-28,42611.13,net_60,closed
PO-00330,SUP-026,facilities,services,2026-03-23,2026-04-10,7565.31,net_60,open
PO-00331,SUP-006,facilities,mro,2025-09-22,2025-10-01,185167.25,net_60,closed
PO-00332,SUP-031,manufacturing,mro,2025-03-08,2025-03-15,82642.59,net_30,closed
PO-00333,SUP-037,logistics,direct_materials,2024-04-06,2024-04-29,1959196.93,net_60,closed
PO-00334,SUP-008,manufacturing,services,2024-07-29,2024-08-24,19629.19,net_60,closed
PO-00335,SUP-006,manufacturing,mro,2025-03-18,2025-03-28,14331.36,net_30,closed
PO-00336,SUP-035,manufacturing,mro,2025-03-28,2025-04-13,172148.35,net_60,closed
PO-00337,SUP-009,manufacturing,direct_materials,2025-03-18,2025-03-25,1673043.95,net_30,closed
PO-00338,SUP-031,it,mro,2026-01-27,2026-02-04,98037.51,net_90,closed
PO-00339,SUP-009,corporate,direct_materials,2024-12-06,2024-12-18,0.0,net_60,cancelled
PO-00340,SUP-031,it,mro,2025-09-30,2025-10-10,96914.83,net_90,closed
PO-00341,SUP-021,facilities,mro,2024-05-27,2024-06-04,0.0,net_60,cancelled
PO-00342,SUP-035,facilities,mro,2026-03-29,2026-04-17,187377.47,net_90,open
PO-00343,SUP-009,facilities,direct_materials,2024-04-19,2024-04-26,1960884.8,net_30,closed
PO-00344,SUP-001,logistics,indirect,2026-01-10,2026-01-24,68026.37,net_60,closed
PO-00345,SUP-017,facilities,services,2025-05-30,2025-07-11,7013.43,net_30,closed
PO-00346,SUP-019,facilities,services,2025-12-11,2025-12-24,44098.47,net_90,closed
PO-00347,SUP-006,facilities,mro,2025-05-28,2025-06-04,92901.28,net_30,closed
PO-00348,SUP-006,manufacturing,mro,2026-03-18,2026-04-01,115125.26,net_90,open
PO-00349,SUP-006,manufacturing,mro,2025-05-19,2025-05-27,39305.87,net_30,closed
PO-00350,SUP-042,it,mro,2024-10-15,2024-11-12,16999.18,net_60,closed
PO-00351,SUP-031,logistics,mro,2024-05-08,2024-05-15,136000.95,net_30,closed
PO-00352,SUP-033,it,direct_materials,2024-02-25,2024-04-06,956521.53,net_30,closed
PO-00353,SUP-031,it,mro,2025-11-07,2025-11-19,170323.17,net_60,closed
PO-00354,SUP-031,manufacturing,mro,2025-11-10,2025-11-19,176280.61,net_30,closed
PO-00355,SUP-031,manufacturing,mro,2025-08-29,2025-09-06,94923.07,net_30,closed
PO-00356,SUP-006,manufacturing,mro,2024-11-28,2024-12-08,180711.88,net_30,closed
PO-00357,SUP-050,it,indirect,2024-08-24,2024-09-06,44709.17,net_30,closed
PO-00358,SUP-037,manufacturing,direct_materials,2024-01-07,2024-01-25,2171295.63,net_90,closed
PO-00359,SUP-043,facilities,direct_materials,2024-03-12,2024-03-27,1495309.72,net_90,closed
PO-00360,SUP-031,it,mro,2024-11-27,2024-12-08,18427.68,net_30,closed
PO-00361,SUP-009,facilities,direct_materials,2025-11-26,2025-12-08,1702283.05,net_30,closed
PO-00362,SUP-028,manufacturing,mro,2024-12-03,2024-12-21,2565.87,net_60,closed
PO-00363,SUP-031,facilities,mro,2024-03-24,2024-04-01,114362.91,net_60,closed
PO-00364,SUP-018,logistics,services,2025-02-07,2025-02-23,10772.46,net_60,closed
PO-00365,SUP-001,manufacturing,indirect,2024-05-01,2024-05-13,60626.15,net_60,closed
PO-00366,SUP-009,facilities,direct_materials,2025-01-27,2025-02-06,868619.16,net_60,closed
PO-00367,SUP-031,manufacturing,mro,2024-04-11,2024-04-21,128991.16,net_60,closed
PO-00368,SUP-021,it,mro,2025-10-25,2025-11-06,81775.14,net_90,closed
PO-00369,SUP-009,corporate,direct_materials,2025-03-05,2025-03-14,5274683.94,net_90,closed
PO-00370,SUP-040,logistics,direct_materials,2025-06-06,2025-06-25,1194724.2,net_30,closed
PO-00371,SUP-031,manufacturing,mro,2025-07-28,2025-08-05,127743.55,net_60,closed
PO-00372,SUP-031,manufacturing,mro,2024-08-02,2024-08-10,78932.71,net_60,closed
PO-00373,SUP-026,it,services,2026-01-30,2026-02-18,15569.88,net_30,closed
PO-00374,SUP-029,facilities,services,2025-04-16,2025-04-26,12586.23,net_30,closed
PO-00375,SUP-009,corporate,direct_materials,2025-11-07,2025-11-18,2484218.43,net_90,closed
PO-00376,SUP-031,manufacturing,mro,2024-05-17,2024-05-24,81069.97,net_30,closed
PO-00377,SUP-031,manufacturing,mro,2025-06-03,2025-06-17,59305.93,net_30,closed
PO-00378,SUP-029,manufacturing,services,2025-07-04,2025-07-20,19484.21,net_30,closed
PO-00379,SUP-031,logistics,mro,2025-11-11,2025-11-22,72789.55,net_30,closed
PO-00380,SUP-031,manufacturing,mro,2024-10-13,2024-10-27,124214.06,net_90,closed
PO-00381,SUP-001,corporate,indirect,2025-09-27,2025-10-11,35011.77,net_30,closed
PO-00382,SUP-021,facilities,mro,2025-10-15,2025-10-23,204490.68,net_30,closed
PO-00383,SUP-001,facilities,indirect,2026-03-13,2026-03-25,76618.42,net_30,open
PO-00384,SUP-037,it,direct_materials,2026-02-28,2026-03-22,2612983.43,net_60,open
PO-00385,SUP-037,manufacturing,direct_materials,2024-11-12,2024-12-02,1091389.74,net_60,closed
PO-00386,SUP-031,manufacturing,mro,2024-09-09,2024-09-23,131577.89,net_60,closed
PO-00387,SUP-007,manufacturing,services,2025-02-15,2025-03-02,21389.63,net_30,closed
PO-00388,SUP-001,it,indirect,2024-03-27,2024-04-10,72798.38,net_30,closed
PO-00389,SUP-031,facilities,mro,2025-05-21,2025-06-03,65731.17,net_60,closed
PO-00390,SUP-007,manufacturing,services,2025-07-12,2025-07-28,18306.95,net_60,closed
PO-00391,SUP-021,manufacturing,mro,2025-04-21,2025-05-02,53839.66,net_60,closed
PO-00392,SUP-006,it,mro,2025-10-06,2025-10-16,190175.03,net_30,closed
PO-00393,SUP-031,logistics,mro,2025-05-17,2025-05-28,113363.14,net_30,closed
PO-00394,SUP-031,manufacturing,mro,2025-11-20,2025-11-30,15323.29,net_60,closed
PO-00395,SUP-026,manufacturing,services,2025-10-25,2025-11-15,7990.72,net_30,closed
PO-00396,SUP-006,logistics,mro,2025-08-31,2025-09-11,73252.5,net_60,closed
PO-00397,SUP-029,it,services,2024-06-16,2024-07-04,21360.67,net_30,closed
PO-00398,SUP-035,corporate,mro,2025-02-07,2025-02-18,93937.37,net_30,closed
PO-00399,SUP-031,manufacturing,mro,2024-10-09,2024-10-19,151873.99,net_30,closed
PO-00400,SUP-001,manufacturing,indirect,2024-06-15,2024-06-22,55211.61,net_30,closed
PO-00401,SUP-036,manufacturing,services,2024-02-28,2024-04-08,526.88,net_60,closed
PO-00402,SUP-007,manufacturing,services,2024-11-15,2024-12-06,15498.13,net_30,closed
PO-00403,SUP-006,it,mro,2024-01-28,2024-02-11,144245.0,net_60,closed
PO-00404,SUP-001,facilities,indirect,2024-10-31,2024-11-10,31341.7,net_30,closed
PO-00405,SUP-031,logistics,mro,2025-05-22,2025-06-02,99822.35,net_30,closed
PO-00406,SUP-029,facilities,services,2026-03-15,2026-04-05,13552.59,net_30,open
PO-00407,SUP-006,it,mro,2026-03-05,2026-03-16,107122.95,net_30,open
PO-00408,SUP-031,corporate,mro,2025-12-02,2025-12-12,31490.97,net_60,closed
PO-00409,SUP-009,manufacturing,direct_materials,2024-03-17,2024-03-24,5001593.89,net_30,closed
PO-00410,SUP-019,it,services,2026-01-24,2026-02-11,7006.98,net_30,closed
PO-00411,SUP-006,manufacturing,mro,2024-12-15,2024-12-22,163609.53,net_60,closed
PO-00412,SUP-031,manufacturing,mro,2024-01-30,2024-02-07,48808.11,net_30,closed
PO-00413,SUP-009,facilities,direct_materials,2025-05-19,2025-05-31,2475738.89,net_60,closed
PO-00414,SUP-021,facilities,mro,2025-02-04,2025-02-12,142316.98,net_30,closed
PO-00415,SUP-035,facilities,mro,2024-08-30,2024-09-09,201263.36,net_60,closed
PO-00416,SUP-009,logistics,direct_materials,2024-06-22,2024-07-05,3504562.48,net_30,closed
PO-00417,SUP-007,it,services,2024-02-29,2024-03-11,13590.98,net_60,closed
PO-00418,SUP-006,manufacturing,mro,2025-06-26,2025-07-03,124523.1,net_60,closed
PO-00419,SUP-031,corporate,mro,2024-01-27,2024-02-06,96826.69,net_90,closed
PO-00420,SUP-022,it,mro,2025-03-22,2025-05-01,6561.76,net_60,closed
PO-00421,SUP-009,it,direct_materials,2025-05-20,2025-06-03,5425312.86,net_30,closed
PO-00422,SUP-019,manufacturing,services,2024-07-07,2024-07-23,3258.84,net_30,closed
PO-00423,SUP-050,manufacturing,indirect,2024-10-27,2024-11-16,27214.0,net_60,closed
PO-00424,SUP-035,corporate,mro,2025-08-11,2025-08-27,6847.27,net_60,closed
PO-00425,SUP-004,logistics,direct_materials,2024-06-18,2024-07-18,1095920.69,net_30,closed
PO-00426,SUP-007,manufacturing,services,2024-04-24,2024-05-05,35629.86,net_90,closed
PO-00427,SUP-024,manufacturing,mro,2025-12-26,2026-01-12,34370.87,net_90,closed
PO-00428,SUP-037,manufacturing,direct_materials,2024-03-20,2024-04-11,1677306.28,net_60,closed
PO-00429,SUP-034,logistics,indirect,2025-10-13,2025-11-25,22593.09,net_30,closed
PO-00430,SUP-031,manufacturing,mro,2024-10-14,2024-10-24,159372.63,net_60,closed
PO-00431,SUP-006,it,mro,2025-05-14,2025-05-21,60019.11,net_30,closed
PO-00432,SUP-042,manufacturing,mro,2025-09-29,2025-11-13,6570.15,net_30,closed
PO-00433,SUP-006,manufacturing,mro,2025-04-02,2025-04-09,0.0,net_90,cancelled
PO-00434,SUP-001,facilities,indirect,2024-05-15,2024-05-26,70879.99,net_30,closed
PO-00435,SUP-035,logistics,mro,2025-01-23,2025-02-02,79756.07,net_90,closed
PO-00436,SUP-006,it,mro,2024-02-12,2024-02-21,135287.66,net_60,closed
PO-00437,SUP-007,logistics,services,2024-05-09,2024-05-28,39433.67,net_60,closed
PO-00438,SUP-019,manufacturing,services,2024-06-21,2024-07-01,39826.39,net_30,closed
PO-00439,SUP-006,corporate,mro,2024-04-01,2024-04-10,50183.65,net_60,closed
PO-00440,SUP-031,it,mro,2025-03-05,2025-03-12,97133.9,net_30,closed
PO-00441,SUP-031,facilities,mro,2025-12-11,2025-12-25,155281.46,net_30,closed
PO-00442,SUP-031,corporate,mro,2024-02-27,2024-03-12,279419.97,net_60,closed
PO-00443,SUP-026,manufacturing,services,2024-11-16,2024-12-02,12037.2,net_60,closed
PO-00444,SUP-006,facilities,mro,2025-06-15,2025-06-25,211852.67,net_30,closed
PO-00445,SUP-031,facilities,mro,2024-09-01,2024-09-12,71000.58,net_30,closed
PO-00446,SUP-031,manufacturing,mro,2024-12-26,2025-01-03,137003.89,net_30,closed
PO-00447,SUP-031,it,mro,2024-02-23,2024-03-03,20196.1,net_30,closed
PO-00448,SUP-009,facilities,direct_materials,2025-08-17,2025-08-28,3148009.07,net_90,closed
PO-00449,SUP-021,manufacturing,mro,2025-09-08,2025-09-16,97737.99,net_90,closed
PO-00450,SUP-001,manufacturing,indirect,2024-02-19,2024-02-27,88285.57,net_30,closed
PO-00451,SUP-006,corporate,mro,2025-06-30,2025-07-13,64606.44,net_60,closed
PO-00452,SUP-031,manufacturing,mro,2024-09-25,2024-10-07,145408.23,net_30,closed
PO-00453,SUP-006,facilities,mro,2025-06-20,2025-06-27,43453.9,net_30,closed
PO-00454,SUP-035,logistics,mro,2024-12-18,2025-01-08,60807.73,net_30,closed
PO-00455,SUP-031,it,mro,2025-06-01,2025-06-09,85663.0,net_60,closed
PO-00456,SUP-009,manufacturing,direct_materials,2024-01-04,2024-01-13,1059329.42,net_90,closed
PO-00457,SUP-031,logistics,mro,2024-10-03,2024-10-17,141176.42,net_30,closed
PO-00458,SUP-009,manufacturing,direct_materials,2024-10-25,2024-11-08,2677146.84,net_60,closed
PO-00459,SUP-029,manufacturing,services,2024-12-24,2025-01-13,23152.05,net_30,closed
PO-00460,SUP-009,manufacturing,direct_materials,2025-01-06,2025-01-20,1316857.75,net_60,closed
PO-00461,SUP-031,manufacturing,mro,2024-07-17,2024-07-30,59245.66,net_30,closed
PO-00462,SUP-021,corporate,mro,2025-03-26,2025-04-09,178419.0,net_60,closed
PO-00463,SUP-031,facilities,mro,2024-10-22,2024-10-30,154607.74,net_90,closed
PO-00464,SUP-031,manufacturing,mro,2025-10-20,2025-11-01,45668.97,net_60,closed
PO-00465,SUP-031,logistics,mro,2024-08-27,2024-09-10,176456.46,net_60,closed
PO-00466,SUP-026,manufacturing,services,2025-06-26,2025-07-16,11154.91,net_30,closed
PO-00467,SUP-021,manufacturing,mro,2024-07-27,2024-08-06,141248.24,net_30,closed
PO-00468,SUP-021,facilities,mro,2025-08-04,2025-08-17,131983.29,net_30,closed
PO-00469,SUP-034,manufacturing,indirect,2025-08-20,2025-09-25,13200.31,net_60,closed
PO-00470,SUP-031,manufacturing,mro,2024-11-05,2024-11-17,144011.5,net_60,closed
PO-00471,SUP-009,facilities,direct_materials,2024-03-13,2024-03-21,794623.77,net_30,closed
PO-00472,SUP-031,it,mro,2024-06-01,2024-06-15,140118.15,net_30,closed
PO-00473,SUP-015,facilities,services,2024-07-15,2024-07-31,35770.61,net_30,closed
PO-00474,SUP-035,corporate,mro,2024-10-23,2024-11-02,38035.0,net_30,closed
PO-00475,SUP-024,corporate,mro,2025-03-30,2025-04-14,75463.36,net_30,closed
PO-00476,SUP-031,manufacturing,mro,2025-05-07,2025-05-19,64885.32,net_30,closed
PO-00477,SUP-006,corporate,mro,2026-01-04,2026-01-17,67295.64,net_30,closed
PO-00478,SUP-036,facilities,services,2026-03-13,2026-04-07,3139.73,net_30,open
PO-00479,SUP-022,it,mro,2025-11-04,2025-12-09,20750.81,net_30,closed
PO-00480,SUP-029,manufacturing,services,2025-08-09,2025-08-22,5124.23,net_30,closed
PO-00481,SUP-019,it,services,2026-02-17,2026-03-02,18422.43,net_60,open
PO-00482,SUP-050,facilities,indirect,2024-05-11,2024-05-23,0.0,net_30,cancelled
PO-00483,SUP-021,logistics,mro,2025-06-11,2025-06-25,79341.06,net_30,closed
PO-00484,SUP-006,corporate,mro,2024-02-29,2024-03-07,167892.1,net_30,closed
PO-00485,SUP-031,manufacturing,mro,2025-06-01,2025-06-11,68097.1,net_30,closed
PO-00486,SUP-031,manufacturing,mro,2024-06-03,2024-06-16,185882.74,net_30,closed
PO-00487,SUP-031,manufacturing,mro,2024-11-08,2024-11-18,50133.55,net_30,closed
PO-00488,SUP-021,facilities,mro,2025-01-24,2025-02-01,68327.61,net_30,closed
PO-00489,SUP-030,manufacturing,direct_materials,2025-04-05,2025-05-01,105248.78,net_30,closed
PO-00490,SUP-007,facilities,services,2024-11-21,2024-12-10,17379.06,net_30,closed
PO-00491,SUP-031,manufacturing,mro,2025-07-30,2025-08-09,113705.06,net_30,closed
PO-00492,SUP-021,logistics,mro,2025-12-09,2025-12-18,184708.77,net_30,closed
PO-00493,SUP-009,manufacturing,direct_materials,2024-12-28,2025-01-04,215106.8,net_60,closed
PO-00494,SUP-013,logistics,direct_materials,2024-07-24,2024-09-05,689385.45,net_30,closed
PO-00495,SUP-006,manufacturing,mro,2025-09-21,2025-09-28,98017.93,net_60,closed
PO-00496,SUP-031,manufacturing,mro,2024-04-10,2024-04-24,86255.9,net_60,closed
PO-00497,SUP-006,logistics,mro,2025-09-10,2025-09-24,15013.73,net_30,closed
PO-00498,SUP-021,it,mro,2025-01-15,2025-01-24,25736.45,net_30,closed
PO-00499,SUP-026,corporate,services,2025-06-27,2025-07-16,32834.55,net_60,closed
PO-00500,SUP-021,logistics,mro,2026-03-14,2026-03-23,129590.47,net_30,open
PO-00501,SUP-039,corporate,mro,2025-12-17,2026-01-06,70510.21,net_30,closed
PO-00502,SUP-006,manufacturing,mro,2025-07-09,2025-07-21,160412.27,net_30,closed
PO-00503,SUP-008,manufacturing,services,2025-11-13,2025-12-06,19566.63,net_60,closed
PO-00504,SUP-009,facilities,direct_materials,2024-06-19,2024-06-26,2007009.23,net_90,closed
PO-00505,SUP-001,facilities,indirect,2024-12-17,2024-12-26,54250.11,net_60,closed
PO-00506,SUP-023,manufacturing,mro,2025-11-23,2026-01-02,25156.47,net_30,closed
PO-00507,SUP-031,corporate,mro,2024-09-21,2024-10-04,81865.08,net_30,closed
PO-00508,SUP-006,manufacturing,mro,2024-10-26,2024-11-03,90467.88,net_30,closed
PO-00509,SUP-031,facilities,mro,2025-07-14,2025-07-27,63794.38,net_30,closed
PO-00510,SUP-039,corporate,mro,2024-04-08,2024-04-25,33802.5,net_60,closed
PO-00511,SUP-031,manufacturing,mro,2025-12-21,2025-12-28,88713.14,net_30,closed
PO-00512,SUP-009,logistics,direct_materials,2024-05-15,2024-05-29,1521802.4,net_30,closed
PO-00513,SUP-018,logistics,services,2024-11-18,2024-12-04,26512.76,net_30,closed
PO-00514,SUP-030,logistics,direct_materials,2025-10-24,2025-11-21,112887.3,net_30,closed
PO-00515,SUP-015,manufacturing,services,2024-09-27,2024-10-20,11580.64,net_30,closed
PO-00516,SUP-006,logistics,mro,2025-03-23,2025-03-30,34957.19,net_30,closed
PO-00517,SUP-031,logistics,mro,2024-10-25,2024-11-05,237368.36,net_90,closed
PO-00518,SUP-006,corporate,mro,2024-12-01,2024-12-12,163466.04,net_30,closed
PO-00519,SUP-006,logistics,mro,2024-09-22,2024-10-01,80809.6,net_60,closed
PO-00520,SUP-006,manufacturing,mro,2025-01-29,2025-02-11,101660.59,net_30,closed
PO-00521,SUP-031,manufacturing,mro,2025-08-22,2025-08-29,108770.42,net_30,closed
PO-00522,SUP-001,facilities,indirect,2026-02-04,2026-02-14,62600.1,net_30,closed
PO-00523,SUP-007,manufacturing,services,2025-09-21,2025-10-07,25434.06,net_30,closed
PO-00524,SUP-007,manufacturing,services,2024-06-19,2024-07-08,32841.36,net_60,closed
PO-00525,SUP-031,it,mro,2024-05-26,2024-06-05,82232.95,net_30,closed
PO-00526,SUP-001,manufacturing,indirect,2024-07-06,2024-07-14,98522.86,net_60,closed
PO-00527,SUP-008,logistics,services,2024-02-06,2024-03-07,12249.4,net_30,closed
PO-00528,SUP-029,manufacturing,services,2024-02-01,2024-02-20,19759.2,net_60,closed
PO-00529,SUP-007,manufacturing,services,2024-05-15,2024-05-31,34268.7,net_30,closed
PO-00530,SUP-007,manufacturing,services,2025-10-21,2025-11-10,30374.11,net_30,closed
PO-00531,SUP-017,manufacturing,services,2024-06-09,2024-07-06,0.0,net_60,cancelled
PO-00532,SUP-048,manufacturing,indirect,2025-11-29,2025-12-12,51031.47,net_60,closed
PO-00533,SUP-008,manufacturing,services,2025-04-13,2025-05-02,9924.76,net_60,closed
PO-00534,SUP-041,manufacturing,direct_materials,2024-01-01,2024-01-17,1276560.04,net_30,closed
PO-00535,SUP-001,manufacturing,indirect,2025-05-18,2025-06-01,13376.03,net_30,closed
PO-00536,SUP-009,facilities,direct_materials,2025-10-08,2025-10-21,0.0,net_30,cancelled
PO-00537,SUP-031,facilities,mro,2025-03-22,2025-04-01,0.0,net_30,cancelled
PO-00538,SUP-031,it,mro,2026-03-11,2026-03-21,138762.72,net_30,open
PO-00539,SUP-009,manufacturing,direct_materials,2024-04-19,2024-05-02,2534631.69,net_60,closed
PO-00540,SUP-021,logistics,mro,2025-10-29,2025-11-09,0.0,net_60,cancelled
PO-00541,SUP-008,it,services,2025-03-18,2025-04-16,28407.51,net_30,closed
PO-00542,SUP-001,facilities,indirect,2025-11-15,2025-11-29,31296.22,net_60,closed
PO-00543,SUP-011,manufacturing,indirect,2024-08-17,2024-09-06,48884.31,net_90,closed
PO-00544,SUP-026,manufacturing,services,2024-09-11,2024-09-22,45748.47,net_30,closed
PO-00545,SUP-031,facilities,mro,2024-09-07,2024-09-19,55484.3,net_30,closed
PO-00546,SUP-037,facilities,direct_materials,2024-01-25,2024-02-09,1776605.3,net_30,closed
PO-00547,SUP-049,manufacturing,direct_materials,2024-10-02,2024-11-04,558588.42,net_60,closed
PO-00548,SUP-031,manufacturing,mro,2025-03-18,2025-03-30,111705.47,net_30,closed
PO-00549,SUP-009,manufacturing,direct_materials,2025-10-31,2025-11-10,1811514.74,net_30,closed
PO-00550,SUP-031,manufacturing,mro,2024-02-09,2024-02-19,51719.32,net_60,closed
PO-00551,SUP-031,manufacturing,mro,2026-01-05,2026-01-15,156516.7,net_30,closed
PO-00552,SUP-001,facilities,indirect,2024-03-05,2024-03-15,2007.14,net_60,closed
PO-00553,SUP-006,facilities,mro,2025-09-19,2025-10-02,35721.76,net_60,closed
PO-00554,SUP-031,manufacturing,mro,2024-06-09,2024-06-21,81136.89,net_30,closed
PO-00555,SUP-031,manufacturing,mro,2024-11-14,2024-11-24,227834.3,net_30,closed
PO-00556,SUP-048,logistics,indirect,2026-03-13,2026-03-31,110846.9,net_60,open
PO-00557,SUP-035,it,mro,2025-02-20,2025-03-02,44396.18,net_30,closed
PO-00558,SUP-006,facilities,mro,2025-01-08,2025-01-18,60675.01,net_30,closed
PO-00559,SUP-006,manufacturing,mro,2024-03-14,2024-03-25,42181.35,net_30,closed
PO-00560,SUP-031,manufacturing,mro,2025-08-14,2025-08-22,87133.34,net_60,closed
PO-00561,SUP-009,manufacturing,direct_materials,2025-10-02,2025-10-14,0.0,net_90,cancelled
PO-00562,SUP-006,facilities,mro,2024-11-27,2024-12-08,129495.55,net_30,closed
PO-00563,SUP-031,manufacturing,mro,2025-03-15,2025-03-24,49879.74,net_60,closed
PO-00564,SUP-001,corporate,indirect,2025-12-04,2025-12-15,50291.25,net_30,closed
PO-00565,SUP-031,facilities,mro,2025-04-16,2025-04-30,206795.84,net_30,closed
PO-00566,SUP-001,corporate,indirect,2024-04-22,2024-05-04,72313.99,net_60,closed
PO-00567,SUP-006,logistics,mro,2025-11-15,2025-11-25,110054.5,net_60,closed
PO-00568,SUP-006,logistics,mro,2025-11-03,2025-11-16,146482.86,net_60,closed
PO-00569,SUP-009,manufacturing,direct_materials,2025-11-22,2025-12-04,1830413.56,net_30,closed
PO-00570,SUP-006,manufacturing,mro,2025-01-14,2025-01-27,13497.05,net_30,closed
PO-00571,SUP-030,manufacturing,direct_materials,2025-09-01,2025-10-01,703563.76,net_90,closed
PO-00572,SUP-019,facilities,services,2024-06-10,2024-06-26,8648.41,net_90,closed
PO-00573,SUP-031,logistics,mro,2026-03-30,2026-04-12,83162.42,net_30,open
PO-00574,SUP-043,manufacturing,direct_materials,2024-12-19,2025-01-06,2704985.86,net_60,closed
PO-00575,SUP-001,corporate,indirect,2025-03-07,2025-03-19,95978.44,net_60,closed
PO-00576,SUP-031,manufacturing,mro,2025-02-02,2025-02-13,0.0,net_90,cancelled
PO-00577,SUP-031,it,mro,2025-05-26,2025-06-05,77777.76,net_60,closed
PO-00578,SUP-034,manufacturing,indirect,2026-03-21,2026-04-15,12431.9,net_60,open
PO-00579,SUP-006,facilities,mro,2025-11-05,2025-11-15,60683.49,net_30,closed
PO-00580,SUP-023,facilities,mro,2024-06-02,2024-07-03,21788.65,net_90,closed
PO-00581,SUP-029,logistics,services,2024-04-09,2024-04-20,26812.1,net_90,closed
PO-00582,SUP-009,manufacturing,direct_materials,2024-09-15,2024-09-28,5351254.76,net_60,closed
PO-00583,SUP-031,manufacturing,mro,2025-02-23,2025-03-08,25980.39,net_30,closed
PO-00584,SUP-009,manufacturing,direct_materials,2025-05-05,2025-05-14,1551812.79,net_90,closed
PO-00585,SUP-041,manufacturing,direct_materials,2024-08-05,2024-08-30,2516767.54,net_60,closed
PO-00586,SUP-041,logistics,direct_materials,2024-06-29,2024-07-27,968089.01,net_30,closed
PO-00587,SUP-022,logistics,mro,2024-04-13,2024-05-10,29133.84,net_30,closed
PO-00588,SUP-031,it,mro,2025-01-28,2025-02-09,70852.85,net_60,closed
PO-00589,SUP-006,facilities,mro,2025-02-08,2025-02-19,65498.69,net_30,closed
PO-00590,SUP-021,facilities,mro,2025-10-10,2025-10-21,218957.83,net_60,closed
PO-00591,SUP-031,it,mro,2025-03-31,2025-04-12,143949.36,net_30,closed
PO-00592,SUP-031,corporate,mro,2024-08-28,2024-09-09,0.0,net_30,cancelled
PO-00593,SUP-031,facilities,mro,2025-02-20,2025-03-06,99443.97,net_60,closed
PO-00594,SUP-021,manufacturing,mro,2024-03-07,2024-03-19,270972.57,net_30,closed
PO-00595,SUP-009,manufacturing,direct_materials,2024-10-24,2024-11-07,1368936.03,net_30,closed
PO-00596,SUP-009,logistics,direct_materials,2024-02-05,2024-02-19,3359598.27,net_30,closed
PO-00597,SUP-047,it,direct_materials,2025-08-23,2025-09-22,1009103.95,net_60,closed
PO-00598,SUP-006,logistics,mro,2024-04-10,2024-04-21,162090.69,net_60,closed
PO-00599,SUP-010,facilities,indirect,2025-05-07,2025-05-30,19554.0,net_30,closed
PO-00600,SUP-033,manufacturing,direct_materials,2026-01-01,2026-02-12,961519.46,net_60,closed
PO-00601,SUP-006,it,mro,2025-09-13,2025-09-27,118100.8,net_30,closed
PO-00602,SUP-031,facilities,mro,2024-05-02,2024-05-16,207058.17,net_30,closed
PO-00603,SUP-026,it,services,2025-01-14,2025-02-04,21212.73,net_30,closed
PO-00604,SUP-006,manufacturing,mro,2025-08-18,2025-08-25,75782.66,net_60,closed
